Nombre de secondes;Coût;T°Moyenne;T°Extérieure
1;2916.0;8.4;0.0
2;5832.0;10.0;0.0
3;8748.0;11.1;0.0
4;10935.0;9.9;0.0
5;13122.0;10.0;1.0
6;15309.0;10.9;4.0
7;17496.0;11.4;4.0
8;19683.0;11.7;4.0
9;21870.0;12.5;6.0
10;24057.0;12.9;7.0
11;26244.0;13.7;9.0
12;28431.0;14.2;9.0
13;30618.0;15.1;11.0
14;32805.0;15.8;12.0
15;34992.0;16.5;13.0
16;37179.0;17.0;13.0
