Nombre de secondes;Coût;T°Moyenne;T°Extérieure
1;2916.0;10.9;0.0
2;5832.0;12.8;0.0
3;8748.0;13.9;0.0
4;11664.0;14.6;0.0
5;14580.0;15.1;1.0
6;15534.4;11.0;4.0
7;16412.1;10.3;4.0
8;17279.4;10.0;4.0
9;18205.2;10.6;6.0
10;19167.4;10.5;7.0
11;20211.3;11.7;9.0
12;21265.8;12.3;9.0
13;22428.9;13.5;11.0
14;23597.1;13.8;12.0
15;24819.7;14.3;13.0
16;26058.6;14.5;13.0
17;27210.1;14.0;11.0
18;28387.8;14.1;12.0
